Rk,Season,Team,Lg,BtRuns,GP,W,L,WL%,Bat#,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,LOB,R/Gm,XBH,TOB,TOBwe,Outs,RC,BAbip,RP,BtRuns.1,BtWins,ISO,AB/SO,SB%,SBatt,Hitting AIR,franchise,Rk_pit,Team_pit,Lg_pit,W_pit,GP_pit,W.1,L_pit,WL%_pit,ERA,G,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,PtchR,PtchW,WPA,WPA/LI,Clutch,RE24,REW,aLI,elo_start,elo_end,elo_delta,BtRuns/G,PtchR/G,RC/G,RA/G,RunDiff/G,BB%,SO%,HR%,XBH%,SV/G,WPA/G,Clutch/G,RE24/G,wl
309,2015,BOS,AL,-28,162,78,84,0.481,44,6237,5640,748,1495,1007,294,33,161,706,71,27,478,1148,0.265,0.325,0.415,0.74,97,2338,127,46,30,42,28,1142,4.6,488,2019,2091,4371,773,0.305,1293,-28,-3.0,0.149,4.9,72.4,98,104,BOS,294,BOS,AL,78,162,78,84,0.481,4.31,162,3,1,40,1448.1,1486,753,694,178,478,17,1218,62,10,79,6225,100,4.17,1.356,9.2,1.1,3.0,7.6,2.55,-3,0.1,0.4,-3.6,103.4,-28.68,-2.3,0.0,1492.122708510773,1505.4407865397995,13.318078029026536,-0.1728395061728395,-0.018518518518518517,4.771604938271605,4.648148148148148,-0.04814814814814827,0.07663940997274331,0.1840628507295174,0.025813692480359147,0.07824274490941158,0.24691358024691357,0.0024691358024691358,0.6382716049382716,-0.17703703703703705,0.481
310,2014,WSN,NL,-28,162,96,66,0.593,40,6216,5542,686,1403,959,265,27,152,635,101,23,517,1304,0.253,0.321,0.393,0.714,96,2178,115,56,60,41,29,1160,4.2,444,1976,2022,4378,737,0.303,1169,-28,-3.1,0.14,4.3,81.5,124,98,WSN,47,WSN,NL,96,162,96,66,0.593,3.03,162,5,4,45,1470.2,1351,555,495,110,352,26,1288,51,2,37,6020,124,3.17,1.158,8.3,0.7,2.2,7.9,3.66,110,12.2,11.4,12.8,198.5,106.54,11.7,0.05,1516.0775428727177,1552.5376846680697,36.46014179535223,-0.1728395061728395,0.6790123456790124,4.549382716049383,3.425925925925926,0.7740740740740741,0.08317245817245818,0.2097812097812098,0.02445302445302445,0.07142857142857142,0.2777777777777778,0.07037037037037037,1.2253086419753085,0.6576543209876543,0.593
311,2013,ARI,NL,-28,162,81,81,0.5,44,6334,5676,685,1468,1005,302,31,130,647,62,41,519,1142,0.259,0.323,0.391,0.715,96,2222,160,43,50,43,51,1160,4.2,463,2030,2077,4502,724,0.301,1202,-28,-3.1,0.133,5.0,60.2,103,98,ARI,248,ARI,NL,81,162,81,81,0.5,3.92,162,6,2,38,1495.0,1460,695,651,176,485,42,1218,60,3,84,6338,99,4.04,1.301,8.8,1.1,2.9,7.3,2.51,-3,-0.1,-0.5,-2.6,-7.4,-28.82,-2.6,0.05,1507.0675733522655,1490.838169507977,-16.229403844288527,-0.1728395061728395,-0.018518518518518517,4.469135802469136,4.290123456790123,-0.09012345679012324,0.08193874329017999,0.18029681086201452,0.020524155352068203,0.07309756867698138,0.2345679012345679,-0.0030864197530864196,-0.04567901234567901,-0.17790123456790125,0.5
312,2026,ARI,NL,-29,115,61,54,0.53,25,4343,3855,527,937,603,197,26,111,501,74,18,380,834,0.243,0.315,0.394,0.709,94,1519,69,41,27,38,9,775,4.6,334,1358,1388,3070,505,0.28,917,-29,-3.0,0.151,4.6,80.4,92,98,ARI,460,ARI,NL,61,115,61,54,0.53,4.2,115,1,0,29,1020.1,986,520,476,135,335,15,781,45,7,20,4327,102,4.4,1.295,8.7,1.2,3.0,6.9,2.33,7,1.4,5.7,3.3,,5.66,1.4,0.0,1503.8405070457538,1512.3671191155051,8.526612069751309,-0.25217391304347825,0.06086956521739131,4.391304347826087,4.521739130434782,0.07826086956521738,0.08749712180520378,0.1920331568040525,0.025558369790467418,0.07690536495510016,0.25217391304347825,0.04956521739130435,,0.049217391304347824,0.53
313,2020,KCR,AL,-29,60,26,34,0.433,22,2200,1988,248,485,313,97,7,68,237,49,20,172,527,0.244,0.309,0.402,0.711,91,800,28,18,8,10,3,395,4.1,172,675,695,1569,258,0.297,417,-29,-2.9,0.158,3.8,71.0,69,102,KCR,532,KCR,AL,26,60,26,34,0.433,4.3,60,1,1,19,517.0,500,272,247,76,211,7,517,29,3,28,2233,110,4.49,1.375,8.7,1.3,3.7,9.0,2.45,22,2.4,2.1,0.3,,9.94,1.5,0.0,1453.5974570231674,1453.495467210867,-0.1019898123004168,-0.48333333333333334,0.36666666666666664,4.3,4.533333333333333,-0.43333333333333357,0.07818181818181819,0.23954545454545453,0.03090909090909091,0.07818181818181819,0.31666666666666665,0.035,,0.16566666666666666,0.433
314,2015,OAK,AL,-29,162,68,94,0.42,41,6171,5600,694,1405,936,277,46,146,661,78,29,475,1119,0.251,0.312,0.395,0.707,96,2212,124,40,14,38,21,1102,4.3,469,1920,1980,4400,698,0.288,1209,-29,-3.0,0.144,5.0,72.9,107,96,ATH,414,OAK,AL,68,162,68,94,0.42,4.14,162,5,3,28,1445.0,1402,729,664,172,474,19,1179,47,4,62,6128,95,4.13,1.298,8.7,1.1,3.0,7.3,2.49,-44,-3.7,-7.8,-1.5,-2596.9,-45.03,-4.0,0.0,1522.0638690152127,1480.9655071335872,-41.09836188162558,-0.17901234567901234,-0.2716049382716049,4.308641975308642,4.5,-0.20000000000000018,0.07697293793550478,0.18133203694701022,0.02365905039701831,0.07600064819316156,0.1728395061728395,-0.04814814814814815,-16.030246913580246,-0.27796296296296297,0.42
315,2011,BAL,AL,-29,162,69,93,0.426,37,6156,5585,708,1434,957,273,13,191,684,81,25,452,1120,0.257,0.316,0.413,0.729,97,2306,154,52,24,43,24,1069,4.4,477,1938,1989,4397,727,0.288,1201,-29,-3.0,0.156,5.0,76.4,106,100,BAL,400,BAL,AL,69,162,69,93,0.426,4.89,162,3,1,32,1446.2,1568,860,786,210,535,42,1044,45,4,32,6332,87,4.67,1.454,9.8,1.3,3.3,6.5,1.95,-106,-9.9,-9.7,-11.4,-3221.6,-131.88,-12.2,0.0,1474.6766253447695,1460.839354209341,-13.83727113542841,-0.17901234567901234,-0.654320987654321,4.487654320987654,5.308641975308642,-0.9086419753086412,0.07342430149447693,0.18193632228719947,0.03102664067576348,0.07748538011695906,0.19753086419753085,-0.05987654320987654,-19.886419753086418,-0.8140740740740741,0.426
316,2020,MIA,NL,-30,60,31,29,0.517,25,2167,1935,263,472,325,82,5,60,247,51,14,191,537,0.244,0.319,0.384,0.703,89,744,37,25,6,9,6,401,4.4,147,688,713,1529,250,0.306,450,-30,-2.9,0.141,3.6,78.5,65,102,MIA,523,MIA,NL,31,60,31,29,0.517,4.86,60,1,0,18,504.0,506,304,272,82,226,14,451,26,4,11,2214,96,5.02,1.452,9.0,1.5,4.0,8.1,2.0,-15,-0.8,3.0,-1.7,,-28.26,-2.1,0.0,1452.2742764749878,1465.8315719480886,13.557295473100794,-0.5,-0.25,4.166666666666667,5.066666666666666,-0.6666666666666661,0.08814028610982926,0.24780802953391787,0.02768804799261652,0.06783571758191048,0.3,0.05,,-0.47100000000000003,0.517
317,2021,DET,AL,-31,162,77,85,0.475,42,5979,5376,697,1299,847,236,37,179,675,88,25,490,1514,0.242,0.308,0.399,0.707,96,2146,113,44,17,50,8,1031,4.3,452,1833,1872,4282,679,0.3,1193,-31,-3.2,0.158,3.6,77.9,113,96,DET,300,DET,AL,77,162,77,85,0.475,4.32,162,2,1,42,1419.2,1370,756,681,199,571,10,1259,82,3,80,6164,99,4.6,1.367,8.7,1.3,3.6,8.0,2.2,-15,-1.1,3.0,-5.0,1003.0,-13.47,-1.1,0.0,1452.4697424379522,1472.6698419847323,20.20009954678017,-0.19135802469135801,-0.09259259259259259,4.191358024691358,4.666666666666667,-0.36666666666666714,0.08195350393042315,0.2532196019401238,0.029938116741930088,0.07559792607459441,0.25925925925925924,0.018518518518518517,6.191358024691358,-0.08314814814814815,0.475
318,2017,CIN,NL,-31,162,68,94,0.42,47,6213,5484,753,1390,884,249,38,219,715,120,39,565,1329,0.253,0.329,0.433,0.761,97,2372,116,72,50,42,41,1135,4.6,506,2027,2074,4341,838,0.294,1249,-31,-3.3,0.179,4.1,75.5,159,110,CIN,407,CIN,NL,68,162,68,94,0.42,5.17,162,2,1,33,1430.0,1442,869,821,248,631,37,1300,77,7,62,6286,87,5.08,1.45,9.1,1.6,4.0,8.2,2.06,-95,-8.6,-7.0,-12.6,-142.3,-126.14,-11.2,0.05,1475.1611409720554,1456.4757596385884,-18.68538133346692,-0.19135802469135801,-0.5864197530864198,5.172839506172839,5.364197530864198,-0.7641975308641982,0.09093835506196685,0.21390632544664415,0.035248672139063256,0.08144213745372605,0.2037037037037037,-0.043209876543209874,-0.8783950617283951,-0.778641975308642,0.42
319,2016,WSN,NL,-31,162,95,67,0.586,43,6201,5490,763,1403,903,268,29,203,735,121,39,536,1252,0.256,0.326,0.426,0.751,96,2338,102,64,48,63,49,1105,4.7,500,2003,2048,4339,808,0.293,1295,-31,-3.3,0.17,4.4,75.6,160,107,WSN,58,WSN,NL,95,162,95,67,0.586,3.51,162,1,0,46,1459.2,1272,612,570,155,468,43,1476,57,4,47,6036,122,3.58,1.192,7.8,1.0,2.9,9.1,3.15,124,12.9,9.7,12.2,155.4,117.18,12.3,0.06,1510.7718287347843,1535.6275410415376,24.85571230675305,-0.19135802469135801,0.7654320987654321,4.987654320987654,3.7777777777777777,0.9222222222222225,0.08643767134333172,0.20190291888405096,0.032736655378164815,0.08063215610385421,0.2839506172839506,0.05987654320987654,0.9592592592592593,0.7233333333333334,0.586
320,2015,WSN,NL,-31,162,83,79,0.512,44,6117,5428,703,1363,908,265,13,177,665,57,23,539,1344,0.251,0.321,0.403,0.724,96,2185,129,44,55,51,38,1114,4.3,455,1946,2008,4323,736,0.3,1191,-31,-3.5,0.151,4.0,71.3,80,101,WSN,223,WSN,NL,83,162,83,79,0.512,3.62,162,4,3,41,1434.2,1366,635,577,145,364,37,1342,55,4,39,5975,110,3.45,1.206,8.6,0.9,2.3,8.4,3.69,52,5.6,1.5,4.9,22.5,35.77,4.2,0.06,1531.522610800842,1517.9530478913075,-13.569562909534396,-0.19135802469135801,0.32098765432098764,4.54320987654321,3.919753086419753,0.38024691358024665,0.08811508909596208,0.21971554683668465,0.02893575282000981,0.07438286741866929,0.25308641975308643,0.009259259259259259,0.1388888888888889,0.22080246913580248,0.512
321,2012,BAL,AL,-32,162,93,69,0.574,39,6160,5560,712,1375,875,270,16,214,677,58,29,480,1315,0.247,0.311,0.417,0.728,97,2319,152,50,38,30,24,1027,4.4,500,1905,1952,4434,716,0.286,1175,-32,-3.4,0.17,4.2,66.7,87,100,BAL,88,BAL,AL,93,162,93,69,0.574,3.9,162,1,1,55,1483.0,1433,705,642,184,481,36,1177,53,6,34,6278,109,4.2,1.291,8.7,1.1,2.9,7.1,2.45,50,5.6,11.9,3.1,58.7,34.44,4.0,0.19,1476.5036125256047,1517.1711158175883,40.66750329198385,-0.19753086419753085,0.30864197530864196,4.419753086419753,4.351851851851852,0.04814814814814827,0.07792207792207792,0.21347402597402598,0.03474025974025974,0.08116883116883117,0.3395061728395062,0.0734567901234568,0.3623456790123457,0.21259259259259258,0.574
322,2011,LAD,NL,-33,161,82,79,0.509,48,6094,5436,644,1395,1013,237,28,117,613,126,40,498,1087,0.257,0.322,0.375,0.697,95,2039,101,45,71,43,61,1165,4.0,382,1938,1987,4296,699,0.299,1140,-33,-3.6,0.118,5.0,75.9,166,95,LAD,238,LAD,NL,82,161,82,79,0.509,3.54,161,7,2,40,1432.1,1287,612,563,132,507,48,1265,43,7,50,5997,104,3.61,1.253,8.1,0.8,3.2,7.9,2.5,24,3.1,4.1,4.6,68.1,32.29,3.9,0.06,1500.4526754753213,1514.9792048493691,14.526529374047868,-0.20496894409937888,0.14906832298136646,4.341614906832298,3.801242236024845,0.1987577639751552,0.0817197243190023,0.1783721693468986,0.019199212340006565,0.0626846078109616,0.2484472049689441,0.025465838509316767,0.4229813664596273,0.2005590062111801,0.509
323,2022,TEX,AL,-34,162,68,94,0.42,28,6029,5478,707,1308,866,224,20,198,670,128,41,456,1446,0.239,0.301,0.395,0.696,96,2166,82,47,10,38,12,1007,4.4,442,1811,1852,4341,675,0.287,1179,-34,-3.6,0.157,3.8,75.7,169,92,TEX,405,TEX,AL,68,162,68,94,0.42,4.22,162,1,1,37,1435.0,1345,743,673,169,581,16,1314,71,7,66,6167,95,4.17,1.342,8.4,1.1,3.6,8.2,2.26,-37,-3.0,-9.0,-5.2,,-48.5,-4.0,0.0,1457.786404254546,1455.112902379235,-2.6735018753111035,-0.20987654320987653,-0.22839506172839505,4.166666666666667,4.58641975308642,-0.18641975308641978,0.07563443357107315,0.2398407696135346,0.032841267208492286,0.07331232376845248,0.22839506172839505,-0.05555555555555555,,-0.2993827160493827,0.42
324,2017,CHW,AL,-34,162,67,95,0.414,39,6059,5513,706,1412,933,256,37,186,670,71,31,401,1397,0.256,0.314,0.417,0.731,96,2300,124,76,35,33,17,1055,4.4,479,1889,1954,4324,727,0.309,1190,-34,-3.4,0.161,3.9,69.6,102,102,CHW,420,CHW,AL,67,162,67,95,0.414,4.78,162,0,0,25,1421.2,1384,820,755,242,632,36,1193,68,5,67,6200,90,5.17,1.418,8.8,1.5,4.0,7.6,1.89,-77,-6.8,-7.3,-8.7,-2429.3,-80.36,-7.1,0.0,1491.066087905427,1457.8362237708875,-33.229864134539184,-0.20987654320987653,-0.47530864197530864,4.487654320987654,5.061728395061729,-0.6617283950617283,0.06618253837266876,0.23056610001650438,0.03069813500577653,0.07905594982670408,0.15432098765432098,-0.04506172839506173,-14.995679012345681,-0.49604938271604937,0.414
325,2014,HOU,AL,-34,162,70,92,0.432,39,6055,5447,629,1317,895,240,19,163,596,122,37,495,1442,0.242,0.309,0.383,0.692,96,2084,122,55,22,36,27,1086,3.9,422,1867,1905,4347,667,0.298,1062,-34,-3.7,0.141,3.8,76.7,159,92,HOU,387,HOU,AL,70,162,70,92,0.432,4.11,162,7,2,31,1439.0,1437,723,657,139,484,32,1137,52,7,57,6154,95,3.92,1.335,9.0,0.9,3.0,7.1,2.35,-42,-3.9,-5.7,-3.9,-1885.4,-61.1,-5.5,0.0,1438.6627900803796,1456.8056278229672,18.14283774258752,-0.20987654320987653,-0.25925925925925924,4.117283950617284,4.462962962962963,-0.5629629629629629,0.08175061932287365,0.23815028901734103,0.026919900908340216,0.06969446738232865,0.19135802469135801,-0.03518518518518519,-11.638271604938272,-0.3771604938271605,0.432
326,2012,BOS,AL,-34,162,69,93,0.426,46,6166,5604,734,1459,939,339,16,165,695,97,31,428,1197,0.26,0.315,0.415,0.73,96,2325,105,45,34,55,27,1076,4.5,520,1932,1987,4370,760,0.301,1264,-34,-3.6,0.155,4.7,75.8,128,102,BOS,398,BOS,AL,69,162,69,93,0.426,4.7,162,6,2,35,1443.0,1449,806,754,190,529,33,1176,66,11,42,6209,90,4.41,1.371,9.0,1.2,3.3,7.3,2.22,-69,-6.2,-10.1,-4.5,-254.4,-81.44,-7.2,0.04,1523.4719594478072,1473.621686243098,-49.85027320470931,-0.20987654320987653,-0.42592592592592593,4.691358024691358,4.9753086419753085,-0.47530864197530853,0.06941290950373014,0.19412909503730133,0.02675964969185858,0.08433344145313007,0.21604938271604937,-0.062345679012345674,-1.5703703703703704,-0.5027160493827161,0.426
327,2009,NYM,NL,-34,162,70,92,0.432,53,6159,5453,671,1472,1033,295,49,95,631,122,44,526,928,0.27,0.335,0.394,0.729,95,2150,144,36,88,55,49,1183,4.1,439,2034,2095,4312,747,0.307,1207,-34,-3.5,0.124,5.9,73.5,166,104,NYM,390,NYM,NL,70,162,70,92,0.432,4.45,162,3,2,39,1426.0,1452,757,705,158,616,60,1031,55,10,41,6284,92,4.5,1.45,9.2,1.0,3.9,6.5,1.67,-57,-5.2,-6.9,-5.8,-131.8,-56.32,-5.3,0.05,1500.0,1465.2837422203718,-34.71625777962822,-0.20987654320987653,-0.35185185185185186,4.611111111111111,4.672839506172839,-0.5728395061728397,0.08540347459003085,0.1506738106835525,0.015424581912648156,0.0712778048384478,0.24074074074074073,-0.04259259259259259,-0.8135802469135803,-0.3476543209876543,0.432
328,2009,SDP,NL,-34,162,75,87,0.463,56,6179,5425,638,1315,878,265,31,141,605,82,29,586,1182,0.242,0.321,0.381,0.701,93,2065,131,57,74,36,52,1168,3.9,437,1958,2006,4380,697,0.284,1102,-34,-3.5,0.138,4.6,73.9,111,98,SDP,333,SDP,NL,75,162,75,87,0.463,4.37,162,2,1,45,1450.2,1422,769,704,167,603,58,1187,45,8,52,6273,87,4.3,1.396,8.8,1.0,3.7,7.4,1.97,-105,-9.5,-4.6,-6.8,-63.2,-80.57,-7.5,0.07,1500.0,1475.576152863503,-24.42384713649699,-0.20987654320987653,-0.6481481481481481,4.302469135802469,4.746913580246914,-0.8469135802469139,0.09483735232238226,0.1912930894966823,0.022819226412040785,0.07072341802880724,0.2777777777777778,-0.02839506172839506,-0.3901234567901235,-0.4973456790123456,0.463
329,2026,COL,NL,-35,115,45,70,0.391,21,4378,3911,554,998,634,210,24,130,531,75,32,354,999,0.255,0.323,0.421,0.744,94,1646,63,59,15,39,7,774,4.8,364,1411,1435,3062,556,0.308,955,-35,-3.6,0.166,3.9,70.1,107,108,COL,506,COL,NL,45,115,45,70,0.391,5.51,115,1,0,26,1011.2,1161,662,619,161,369,18,800,44,4,31,4515,90,4.81,1.512,10.3,1.4,3.3,7.1,2.17,-52,-4.8,-10.5,-10.4,,-109.69,-9.4,0.0,1419.295695637724,1420.6812058606608,1.385510222936773,-0.30434782608695654,-0.45217391304347826,4.834782608695652,5.756521739130434,-0.9565217391304346,0.0808588396528095,0.22818638647784376,0.029693924166285975,0.08314298766560073,0.22608695652173913,-0.09130434782608696,,-0.9538260869565217,0.391
330,2021,PHI,NL,-35,162,82,80,0.506,55,6089,5366,734,1288,804,262,24,198,700,77,19,564,1402,0.24,0.318,0.408,0.726,95,2192,103,67,47,43,37,1115,4.5,484,1919,1971,4290,749,0.286,1236,-35,-3.8,0.168,3.8,80.2,96,102,PHI,233,PHI,NL,82,162,82,80,0.506,4.39,162,5,4,36,1418.2,1321,745,692,200,509,37,1480,75,5,49,6055,96,4.15,1.29,8.4,1.3,3.2,9.4,2.91,-25,-1.8,-0.8,1.0,-18.0,-16.82,-0.5,0.05,1494.5648473575277,1495.151514801269,0.5866674437415895,-0.21604938271604937,-0.15432098765432098,4.6234567901234565,4.598765432098766,-0.09876543209876587,0.09262604696994581,0.23025127278699295,0.0325176547873214,0.07948760059123008,0.2222222222222222,-0.0049382716049382715,-0.1111111111111111,-0.10382716049382716,0.506
331,2016,LAD,NL,-35,162,91,71,0.562,55,6164,5518,725,1376,894,272,21,189,680,45,26,525,1321,0.249,0.319,0.409,0.728,95,2257,120,58,30,32,31,1106,4.5,482,1959,2014,4350,747,0.294,1216,-35,-3.6,0.16,4.2,63.4,71,102,LAD,112,LAD,NL,91,162,91,71,0.562,3.7,162,3,3,47,1453.1,1266,638,598,165,464,51,1510,53,5,58,6014,109,3.61,1.19,7.8,1.0,2.9,9.4,3.25,61,7.2,8.5,11.1,162.5,72.93,8.8,0.05,1519.9309119659624,1530.23203212029,10.301120154327691,-0.21604938271604937,0.3765432098765432,4.611111111111111,3.9382716049382718,0.5617283950617282,0.08517196625567813,0.21430889033095393,0.03066190785204413,0.0781959766385464,0.29012345679012347,0.05246913580246913,1.0030864197530864,0.45018518518518524,0.562
332,2015,BAL,AL,-35,162,81,81,0.5,43,6007,5485,713,1370,887,246,20,217,686,44,25,418,1331,0.25,0.307,0.421,0.728,97,2307,127,51,20,32,23,990,4.4,483,1839,1895,4319,708,0.291,1182,-35,-3.7,0.171,4.1,63.8,69,100,BAL,246,BAL,AL,81,162,81,81,0.5,4.05,162,0,0,43,1434.2,1406,693,646,174,483,27,1233,54,0,46,6085,102,4.11,1.317,8.8,1.1,3.0,7.7,2.55,11,1.6,3.7,-0.1,1217.4,7.01,1.4,0.0,1533.3393731437277,1519.2803337582586,-14.059039385469076,-0.21604938271604937,0.06790123456790123,4.37037037037037,4.277777777777778,0.12222222222222268,0.06958548360246379,0.22157482936573997,0.03612452139170967,0.08040619277509573,0.2654320987654321,0.022839506172839506,7.514814814814815,0.043271604938271604,0.5
333,2011,PHI,NL,-35,162,102,60,0.63,42,6279,5579,713,1409,960,258,38,153,693,96,24,539,1024,0.253,0.323,0.395,0.717,96,2202,108,56,65,38,52,1197,4.4,449,2004,2068,4405,750,0.283,1253,-35,-3.7,0.142,5.4,80.0,120,99,PHI,15,PHI,NL,102,162,102,60,0.63,3.02,162,18,7,47,1477.0,1320,529,495,120,404,41,1299,47,6,23,6069,127,3.24,1.167,8.0,0.7,2.5,7.9,3.22,141,15.5,18.8,12.4,92.2,147.71,16.5,0.18,1534.2716975044725,1570.9663888970636,36.69469139259127,-0.21604938271604937,0.8703703703703703,4.62962962962963,3.265432098765432,1.1345679012345684,0.0858416945373467,0.16308329351807613,0.024366937410415672,0.07150820194298455,0.29012345679012347,0.11604938271604939,0.5691358024691359,0.9117901234567902,0.63
334,2025,MIN,AL,-36,162,70,92,0.432,27,6059,5432,678,1295,835,249,20,191,643,114,34,495,1372,0.238,0.31,0.397,0.708,95,2157,105,88,9,34,10,1089,4.2,460,1878,1920,4319,697,0.283,1130,-36,-3.8,0.159,4.0,77.0,148,97,MIN,384,MIN,AL,70,162,70,92,0.432,4.55,162,1,0,28,1426.2,1411,773,721,194,459,19,1372,69,10,47,6116,93,4.09,1.311,8.9,1.2,2.9,8.7,2.99,-47,-4.0,-3.5,-1.9,,-40.3,-3.1,0.0,1496.164503491746,1461.6465963679527,-34.51790712379329,-0.2222222222222222,-0.29012345679012347,4.302469135802469,4.771604938271605,-0.5716049382716051,0.08169664961214722,0.22644000660174946,0.03152335368872751,0.07592011883149034,0.1728395061728395,-0.021604938271604937,,-0.24876543209876542,0.432
335,2022,ARI,NL,-36,162,74,88,0.457,37,6027,5351,702,1232,773,262,24,173,658,104,29,531,1341,0.23,0.304,0.385,0.689,95,2061,97,60,31,50,14,1039,4.3,459,1823,1860,4326,659,0.272,1187,-36,-3.8,0.155,4.0,78.2,133,92,ARI,336,ARI,NL,74,162,74,88,0.457,4.26,162,0,0,33,1429.2,1345,740,676,191,504,18,1216,59,3,51,6065,95,4.33,1.293,8.5,1.2,3.2,7.7,2.41,-33,-2.5,-4.8,0.6,,-32.89,-2.3,0.0,1459.3526278621196,1481.569997534025,22.21736967190577,-0.2222222222222222,-0.2037037037037037,4.067901234567901,4.567901234567901,-0.26790123456790127,0.08810353409656546,0.2224987555998009,0.028704164592666333,0.07615729218516674,0.2037037037037037,-0.029629629629629627,,-0.2030246913580247,0.457
336,2020,MIL,NL,-36,60,29,31,0.483,23,2188,1920,247,429,266,83,5,75,238,15,11,221,582,0.223,0.313,0.389,0.702,87,747,53,35,0,10,8,393,4.1,163,685,698,1565,236,0.278,410,-36,-3.5,0.166,3.3,57.7,26,104,MIL,526,MIL,NL,29,60,29,31,0.483,4.16,60,1,0,14,517.1,446,264,239,67,189,1,614,35,2,21,2186,111,3.8,1.227,7.8,1.2,3.3,10.7,3.25,23,2.7,4.3,3.7,,24.75,3.0,0.0,1515.4300384929734,1500.401348942568,-15.02868955040526,-0.6,0.38333333333333336,3.933333333333333,4.4,-0.3000000000000007,0.1010054844606947,0.2659963436928702,0.034277879341864714,0.07449725776965264,0.23333333333333334,0.07166666666666667,,0.4125,0.483
337,2016,TEX,AL,-36,162,95,67,0.586,40,6089,5525,765,1446,951,257,23,215,746,99,36,436,1220,0.262,0.322,0.433,0.755,96,2394,114,70,18,40,23,1038,4.7,495,1952,2010,4287,780,0.298,1296,-36,-3.6,0.172,4.5,73.3,135,108,TEX,57,TEX,AL,95,162,95,67,0.586,4.37,162,1,0,56,1443.0,1441,757,700,201,534,16,1154,53,5,45,6186,105,4.58,1.369,9.0,1.3,3.3,7.2,2.16,28,3.4,4.6,-1.1,1548.1,-6.89,0.1,0.0,1509.3663632777502,1516.3375737507806,6.971210473030396,-0.2222222222222222,0.1728395061728395,4.814814814814815,4.672839506172839,0.027160493827160792,0.07160453276400065,0.20036130727541468,0.03530957464279849,0.0812941369683035,0.345679012345679,0.02839506172839506,9.556172839506173,-0.04253086419753086,0.586
338,2014,NYM,NL,-36,162,79,83,0.488,45,6145,5472,629,1306,887,275,19,125,602,101,34,516,1264,0.239,0.308,0.364,0.673,93,1994,112,54,59,44,42,1123,3.9,419,1876,1931,4415,651,0.286,1106,-36,-3.9,0.126,4.3,74.8,135,89,NYM,276,NYM,NL,79,162,79,83,0.488,3.49,162,1,1,42,1463.2,1370,618,568,141,509,38,1303,50,1,56,6170,99,3.75,1.284,8.4,0.9,3.1,8.0,2.56,-3,-0.1,0.3,-2.2,7.4,7.32,1.0,0.06,1482.6871316685854,1494.8670154589431,12.179883790357737,-0.2222222222222222,-0.018518518518518517,4.018518518518518,3.814814814814815,0.08518518518518503,0.0839707078925956,0.20569568755085435,0.02034174125305126,0.06818551668022783,0.25925925925925924,0.0018518518518518517,0.04567901234567901,0.04518518518518519,0.488
339,2016,COL,NL,-37,162,75,87,0.463,47,6236,5614,845,1544,975,318,47,204,805,66,39,494,1330,0.275,0.336,0.457,0.794,97,2568,113,40,54,34,35,1089,5.2,569,2078,2126,4310,886,0.326,1446,-37,-3.8,0.182,4.2,62.9,105,118,COL,329,COL,NL,75,162,75,87,0.463,4.9,162,2,2,37,1429.2,1532,860,779,181,547,38,1223,70,5,72,6289,99,4.38,1.454,9.6,1.1,3.4,7.7,2.24,-13,-1.0,-11.4,-6.8,-221.3,-96.42,-8.3,0.05,1471.915997524516,1475.109547740411,3.193550215894902,-0.22839506172839505,-0.08024691358024691,5.469135802469136,5.308641975308642,-0.10864197530864139,0.07921744708146247,0.21327774214239897,0.0327132777421424,0.09124438742783836,0.22839506172839505,-0.07037037037037037,-1.3660493827160494,-0.5951851851851852,0.463
340,2014,SEA,AL,-37,162,87,75,0.537,38,5977,5450,634,1328,913,247,32,136,600,96,42,396,1232,0.244,0.3,0.376,0.676,95,2047,112,60,35,34,33,1008,3.9,415,1784,1834,4345,623,0.29,1098,-37,-4.0,0.132,4.4,69.6,138,88,SEA,172,SEA,AL,87,162,87,75,0.537,3.17,162,2,1,51,1452.0,1240,554,512,137,463,36,1317,52,8,80,5974,115,3.61,1.173,7.7,0.8,2.9,8.2,2.84,82,9.0,11.7,10.0,3874.3,96.84,11.1,0.0,1476.376269506438,1514.1955181610865,37.81924865464839,-0.22839506172839505,0.5061728395061729,3.845679012345679,3.419753086419753,0.48024691358024674,0.06625397356533377,0.20612347331437175,0.022753889911326753,0.06943282583235737,0.3148148148148148,0.07222222222222222,23.915432098765432,0.5977777777777779,0.537
